comment,cleaned_text,l_xlm,c_xlm,l_bert,c_bert
වමෙන් කාලා වමෙන් පුක සෝදන උන් අත උස්සපන් බලන්න?,වමෙන් කාලා වමෙන් පුක සෝදන උන් අත උස්සපන් බලන්න?,Harassment,0.4915,Harassment,0.8638
අල් හුසේන් ඇවිල්ලා ඇරලා යයි... ඒක හින්දා සහජීවනයෙන් දෙමළටයි තම්බියටයි පුක දෙමු ... ව,අල් හුසේන් ඇවිල්ලා ඇරලා යයි... ඒක හින්දා සහජීවනයෙන් දෙමළටයි තම්බියටයි පුක දෙමු ... ව,Harassment,0.5542,Harassment,0.5327
පුක ඇති කෙල්ලෝ පුක ලොකුවට පෙන්නයි..,පුක ඇති කෙල්ලෝ පුක ලොකුවට පෙන්නයි..,Harassment,0.5024,Harassment,0.6479
අරිද්දි පුක ඉරුනත් කෙඳිරිගා්නෙ සැපායි කියල,අරිද්දි පුක ඉරුනත් කෙඳිරිගා්නෙ සැපායි කියල,Harassment,0.6265,Harassment,0.7329
පුක උඩදාගෙන ගිහින් දෙන්නේ මල්ලි,පුක උඩදාගෙන ගිහින් දෙන්නේ මල්ලි,Harassment,0.5771,Harassment,0.5879
ඇයි පියුමි පුක කචිද පලල් කරලා ැරගන්⁣නකො පුකේ,ඇයි පියුමි පුක කචිද පලල් කරලා ැරගන්⁣නකො පුකේ,Harassment,0.7383,Harassment,0.5518
එහෙමනම් කමක් නෑ අහු උනොත් පුක තලනවා.....,එහෙමනම් කමක් නෑ අහු උනොත් පුක තලනවා.....,Harassment,0.6226,Harassment,0.6196
සික්කෙයියා වලක් කපන් පුක වලදාන් මැරිය.,සික්කෙයියා වලක් කපන් පුක වලදාන් මැරිය.,Harassment,0.7261,Harassment,0.5625
අද මීගමුව ට්‍රේන් එකේ මගෙ අවට හිටපු තුන් දෙනෙක් මාස්ක් එක පහත් කරලා කැහැලා ආයේ මාස්ක් එක දාගත්තා.මුන්ට ඔලු තියෙන්නෙ කදේ පාළුව මැකෙන්න නදකින් වසූරිය හැදෙන්න ඕනෙ වේස කඳන්.!,අද මීගමුව ට්‍රේන් එකේ මගෙ අවට හිටපු තුන් දෙනෙක් මාස්ක් එක පහත් කරලා කැහැලා ආයේ මාස්ක් එක දාගත්තා.මුන්ට ඔලු තියෙන්නෙ කදේ පාළුව මැකෙන්න නදකින් වසූරිය හැදෙන්න ඕනෙ වේස කඳන්.!,Harassment,0.4883,Harassment,0.8413
මේ වේස හුත්තිගෙ පුතාල 2.30 ඉඳන් 5.30 වෙනකන් කරන්ට් එක කපල. ආපහු 6 ඉඳන් 7 වෙනකම් කැපුව.,මේ වේස හුත්තිගෙ පුතාල 2.30 ඉඳන් 5.30 වෙනකන් කරන්ට් එක කපල. ආපහු 6 ඉඳන් 7 වෙනකම් කැපුව.,Harassment,0.6333,Harassment,0.9233
වේස ගෑණු වෙන්නනම් ඉතින් වටේ යන්න ඕනෙ,වේස ගෑණු වෙන්නනම් ඉතින් වටේ යන්න ඕනෙ,Harassment,0.563,Harassment,0.9263
ඌ සේරම කොල්ලො ටික බ්ලොක් කරලා කෙල්ලොන්ට ටෝක් දිදි යනවා කැරිම පිරිමි තමා.මුන් වගේ වේස කදන් අරුන්ගෙ මෑ ඇට ලෙවකන්න යන නිසා තම් sri ලන්කන් twitter pretty young ගිර්ල්ස් ගගා උනුත් මේකෙ හැමිනෙන්න එන්නෙ,ඌ සේරම කොල්ලො ටික බ්ලොක් කරලා කෙල්ලොන්ට ටෝක් දිදි යනවා කැරිම පිරිමි තමා.මුන් වගේ වේස කදන් අරුන්ගෙ මෑ ඇට ලෙවකන්න යන නිසා තම් sri ලන්කන් twitter pretty young ගිර්ල්ස් ගගා උනුත් මේකෙ හැමිනෙන්න එන්නෙ,Harassment,0.7178,Harassment,0.8237
මෙච්චර දරුණුවට වලියක් ගියේ නෑ කවදාවත්. ඔක්කොම වේස ගෑණුවගේ හැමිනෙන්න යනවනෙ,මෙච්චර දරුණුවට වලියක් ගියේ නෑ කවදාවත්. ඔක්කොම වේස ගෑණුවගේ හැමිනෙන්න යනවනෙ,Harassment,0.71,Harassment,0.9595
කලින් කරපු කැරි වැඩ ඊයේ ඉදන් පටන් ගත්තා :/ ෆට්ට වේස හුත්තියක්ව ටෝක් කරලා ගැලෙව්වා ඇදුම් :3 ගැහෙව්වා... උර්ල්,කලින් කරපු කැරි වැඩ ඊයේ ඉදන් පටන් ගත්තා :/ ෆට්ට වේස හුත්තියක්ව ටෝක් කරලා ගැලෙව්වා ඇදුම් :3 ගැහෙව්වා... උර්ල්,Harassment,0.7637,Harassment,0.9126
"රටේ 'කලාව' කන්න අාපු සල්ලියි,ජනප්‍රියත්වයයි හම්බෙනවනම් නිරුවත විකුනං කන වේස බඩු... ලංකාවේ අපි දකින පොෂ් කෙල්ලො... නෙදකින් විතරක්. උර්ල්","රටේ 'කලාව' කන්න අාපු සල්ලියි,ජනප්‍රියත්වයයි හම්බෙනවනම් නිරුවත විකුනං කන වේස බඩු... ලංකාවේ අපි දකින පොෂ් කෙල්ලො... නෙදකින් විතරක්. උර්ල්",Harassment,0.5879,Harassment,0.8857
කොල්ලො කරද්දි කොලුකම සෙවලකම. කෙල්ලො කරද්දී වේස කම,කොල්ලො කරද්දි කොලුකම සෙවලකම. කෙල්ලො කරද්දී වේස කම,Harassment,0.4951,Harassment,0.853
මේ වේස කුරුල්ලෝ එක්ක බෑ උදේ හේදුවේ,මේ වේස කුරුල්ලෝ එක්ක බෑ උදේ හේදුවේ,Harassment,0.5151,Harassment,0.9482
ඔය වේස බල්ලව අච්චාරු දාන්න ඕනේ The following media ඉන්ච්ලුදෙස් potentially sensitive content. Change සෙට්ටින්ග්ස් View,ඔය වේස බල්ලව අච්චාරු දාන්න ඕනේ The following media ඉන්ච්ලුදෙස් potentially sensitive content. Change සෙට්ටින්ග්ස් View,Harassment,0.7188,Harassment,0.4321
වේස කොලු කාරයෙක් බං. නෙදකින් කෙල්ලෙක් දප් එකට දාගෙන කොල්ලොන්ට ලයින් දානවා,වේස කොලු කාරයෙක් බං. නෙදකින් කෙල්ලෙක් දප් එකට දාගෙන කොල්ලොන්ට ලයින් දානවා,Harassment,0.5947,Harassment,0.6348
"ඇයි බන් මේ වේස ගෑනු පුකට හිරට ඩෙනිම්,ලෙජින් ගහන් පන්සල් එන්නේ...? දන්න එකෙක් ඉන්නවනම් ඇයි කියහල්ලා","ඇයි බන් මේ වේස ගෑනු පුකට හිරට ඩෙනිම්,ලෙජින් ගහන් පන්සල් එන්නේ...? දන්න එකෙක් ඉන්නවනම් ඇයි කියහල්ලා",Harassment,0.7188,Harassment,0.9058
අනේ පලයං පොන්න වෙිසි තොගේ හැටි බලපං කො..ගොබ්බ වෙිසියො හින්දා තමයි කෙල විලා තියේන්නේ මෙි රටට කැරි කන වෙිසි,අනේ පලයං පොන්න වෙිසි තොගේ හැටි බලපං කො..ගොබ්බ වෙිසියො හින්දා තමයි කෙල විලා තියේන්නේ මෙි රටට කැරි කන වෙිසි,Harassment,0.5918,Harassment,0.9829
පොඩි උන් දෙන්නෙක් අල්ලම් සෙල්ලම් කරල එකෙක් මැරිලලු නෙ මෝඩ යක්කු ඔකුන්ගෙ පව්ල් පසුබිම අම්බ කුජීත ඇති පොඩි වයසට ඔච්චර මනස විකාර වෙන්න තරම් කෙල්ලෙක්ටනෙ නේද දෙයියනෙ පොන්නයො වගෙ මරාගෙන තියෙන්නෙ තුක්,පොඩි උන් දෙන්නෙක් අල්ලම් සෙල්ලම් කරල එකෙක් මැරිලලු නෙ මෝඩ යක්කු ඔකුන්ගෙ පව්ල් පසුබිම අම්බ කුජීත ඇති පොඩි වයසට ඔච්චර මනස විකාර වෙන්න තරම් කෙල්ලෙක්ටනෙ නේද දෙයියනෙ පොන්නයො වගෙ මරාගෙන තියෙන්නෙ තුක්,Harassment,0.75,Harassment,0.5142
